"","num_critic_for_reviews","duration","gross","cast_total_facebook_likes","num_user_for_reviews","country","budget"
"816",214,104,125014030,18322,164,"USA",3e+07
"817",552,127,124976634,2121,755,"USA",1.2e+08
"818",324,110,113709992,46646,281,"USA",7e+06
"819",436,135,113165635,12175,504,"USA",1.25e+08
"820",178,94,103812241,27842,133,"USA",7.9e+07
"821",256,97,103400692,20645,174,"USA",1.45e+08
"822",558,157,95720716,2759,640,"USA",4e+07
"823",449,138,93749203,20952,491,"USA",3.1e+07
"824",77,122,91547205,5165,62,"USA",1.2e+07
"825",255,85,86897182,9271,177,"USA",9.5e+07
"826",383,103,85017401,57881,474,"USA",9.2e+07
"827",310,99,83640426,16184,253,"USA",1.5e+08
"828",387,130,80033643,16385,448,"USA",6e+07
"829",526,113,79711678,80849,479,"USA",1e+08
"830",139,105,77264926,5740,107,"USA",2.5e+07
"831",462,132,73058679,1873,738,"USA",263700000
"832",216,110,70011073,146,349,"USA",1.2e+07
"833",285,134,67523385,1050,248,"USA",3.5e+07
"834",270,109,66489425,26625,161,"USA",2.5e+07
"835",589,119,66468315,37387,667,"USA",3e+07
"836",31,114,65623128,2753,50,"USA",2e+07
"837",377,131,65173160,26679,751,"USA",2.09e+08
"838",223,112,64998368,12676,250,"USA",1.7e+07
"839",382,106,64933670,11454,208,"USA",8.5e+07
"840",414,89,64572496,2054,471,"USA",1.2e+07
"841",234,100,63536011,19420,178,"USA",3e+07
"842",242,88,62321039,5861,271,"USA",7e+07
"843",170,101,60443237,1852,106,"USA",2.5e+07
"844",313,99,59617068,1375,310,"USA",6.5e+07
"845",291,113,56724080,8398,181,"USA",5e+07
"846",328,92,55994557,13597,176,"USA",6e+07
"847",241,103,54758461,29808,238,"USA",6.5e+07
"848",229,93,54724272,2043,261,"USA",1.2e+07
"849",462,95,54322273,11946,509,"UK",1.7e+07
"850",248,96,53884821,799,247,"USA",5e+06
"851",225,83,53245055,988,290,"USA",1e+06
"852",169,105,51853450,9069,110,"USA",2.5e+07
"853",144,125,49875589,4416,273,"USA",5.8e+07
"854",264,92,49122319,2348,162,"USA",1.4e+07
"855",88,94,49002815,3153,35,"USA",2.2e+07
"856",411,110,48056940,2239,524,"USA",3e+06
"857",339,141,47307550,1948,269,"USA",4.5e+07
"858",487,94,45507053,27911,377,"USA",1.6e+07
"859",154,105,45290318,6727,112,"USA",4.2e+07
"861",239,96,42345531,17913,423,"Germany",6.5e+07
"862",634,95,42043633,29551,986,"USA",3e+07
"863",170,110,41102171,13396,89,"USA",4e+07
"864",355,109,40983001,27788,336,"USA",7e+06
"865",360,136,38509342,712,356,"USA",7.5e+07
"866",393,105,37516013,8281,348,"USA",6.9e+07
"867",147,95,37101011,1070,103,"USA",4e+07
"868",157,116,36931089,16484,198,"USA",7e+07
"870",370,87,35287788,4774,165,"USA",3.9e+07
"871",121,99,35057332,4863,72,"USA",3.3e+07
"873",265,102,34350553,2488,207,"USA",6.8e+07
"874",265,102,34350553,2486,207,"USA",6.8e+07
"875",30,87,33349949,1111,199,"USA",2500000
"876",224,101,31607598,35717,160,"Canada",6900000
"877",238,88,31051126,6254,101,"UK",5.5e+07
"878",98,118,30920167,3389,71,"USA",2.5e+07
"879",232,131,28644770,3479,141,"USA",3e+07
"880",511,172,27098580,22686,828,"Germany",1.02e+08
"881",127,91,26404753,3301,169,"USA",4e+07
"882",211,101,25863915,2471,151,"USA",3.5e+07
"883",68,93,25240988,52,50,"USA",1.2e+07
"884",82,116,24397469,5804,48,"USA",1.7e+07
"885",368,130,21589307,13960,261,"USA",1e+07
"886",417,140,21383298,34413,376,"USA",1.5e+07
"887",248,91,20275446,24669,178,"USA",3.5e+07
"888",125,107,20113965,1702,66,"USA",4e+07
"889",371,114,18996755,7099,322,"Spain",4.5e+07
"890",258,102,18600911,362,153,"USA",4.2e+07
"891",70,91,18438149,222,93,"USA",4e+07
"892",175,98,18381787,1114,126,"UK",1.1e+07
"893",270,86,18112929,2665,271,"USA",1e+06
"894",364,102,17738570,13631,457,"USA",1.3e+07
"895",173,95,17529157,2173,220,"France",2e+07
"897",258,94,17120019,27759,134,"USA",3e+07
"898",275,112,16684352,1205,163,"USA",1.7e+07
"899",546,144,16377274,427,405,"USA",3.2e+07
"900",265,110,16005978,2356,190,"USA",2.6e+07
"901",208,107,15608545,2377,224,"USA",1.5e+07
"902",401,110,14989761,4757,284,"UK",1.5e+07
"903",414,97,14938570,14025,369,"USA",1.5e+07
"904",289,95,14291570,1414,236,"France",2e+07
"905",444,94,14123773,12306,561,"USA",5e+06
"906",176,100,13746550,15922,104,"USA",2e+06
"907",432,95,13401683,578,588,"UK",3.5e+07
"908",135,105,13101142,23122,50,"USA",3.5e+07
"910",663,93,12784397,2658,269,"USA",1800000
"912",216,102,11434867,51355,130,"USA",6e+06
"913",279,92,9483821,25418,131,"USA",5.5e+07
"914",77,86,9402410,3715,32,"USA",1.4e+07
"915",288,107,7918283,2440,145,"USA",1.2e+07
"916",242,106,7556708,14544,102,"USA",1.5e+07
"917",147,82,6842058,3818,99,"USA",1e+07
"918",265,101,6619173,7747,221,"USA",1e+07
"919",116,116,6002756,21200,75,"USA",2e+07
"920",337,95,5997134,1899,126,"USA",1e+06
"921",133,84,5895238,10123,70,"USA",6e+06
"922",43,145,5669081,1807,57,"Mexico",10818775
"924",145,83,4930798,730,108,"USA",1.7e+07
"926",271,86,4007792,2714,260,"USA",750000
"927",119,93,3749061,30134,113,"USA",2e+07
"928",23,111,3333823,5262,122,"USA",1e+07
"929",252,89,3325638,1980,84,"USA",2500000
"931",50,176,3047539,13762,286,"India",7217600
"932",16,80,2833383,2459,11,"USA",427000
"934",221,106,1939441,23187,144,"USA",1e+07
"935",115,88,1243961,3770,34,"USA",850000
"936",234,101,1163508,5158,166,"USA",2500000
"937",28,88,1064277,1978,83,"USA",2e+07
"939",252,137,717753,33747,128,"France",2.5e+07
"940",349,115,610968,216,249,"Denmark",3800000
"941",38,108,594904,1805,89,"USA",1200000
"942",248,96,484221,6,107,"UK",1e+06
"943",156,87,418268,8353,129,"USA",3e+06
"945",286,90,318622,1734,175,"USA",270000
"946",447,127,225377,1557,190,"France",8900000
"947",82,93,200803,1467,71,"USA",3e+06
"948",98,96,183125,14978,86,"USA",3.5e+07
"949",39,88,151389,483,7,"USA",5e+05
"950",26,89,133778,44,9,"USA",5e+05
"951",22,86,111300,2,6,"USA",225000
"952",2,112,96734,263584,5,"USA",1e+06
"953",37,97,78030,3021,10,"USA",2e+05
"954",99,80,71442,6829,32,"France",9600000
"955",162,95,65804,27575,86,"USA",1.2e+07
"956",111,112,26345,4810,99,"UK",3e+06
"959",279,89,12843,1233,131,"France",6e+06
"961",62,101,6643,4184,39,"USA",9e+05
"962",36,93,4063,242,20,"Canada",4e+06
"963",54,92,2964,3086,42,"USA",1.6e+07
"964",94,106,2436,1611,19,"USA",2e+06
"965",56,83,1521,843,10,"Canada",1500000
"966",29,87,1332,2251,20,"USA",5e+05
"1007",428,154,352358779,2593,899,"USA",1.95e+08
"1008",383,102,254455986,16143,402,"USA",8e+07
"1009",448,136,241063875,54083,484,"USA",2.5e+08
"1010",342,132,209805005,55345,366,"USA",1.25e+08
"1011",432,133,209364921,21768,512,"USA",1.45e+08
"1012",304,106,191450875,4482,283,"USA",2e+08
"1013",382,129,186830669,22403,412,"USA",1.25e+08
"1014",516,115,181015141,60059,738,"USA",1.5e+08
"1015",529,105,176740650,13118,646,"USA",9.3e+07
"1016",510,124,176636816,19761,679,"USA",1.4e+08
"1017",373,146,169705587,23227,460,"USA",2.5e+07
"1018",371,131,169076745,3229,485,"USA",32500000
"1019",284,90,165230261,21015,209,"USA",1.5e+08
"1020",246,90,149234747,5046,137,"USA",1.3e+08
"1021",500,132,146405371,50983,698,"USA",1.6e+08
"1022",240,96,143618384,12071,186,"USA",9e+07
"1023",172,103,142614158,692,153,"USA",1.1e+08
"1024",91,87,133103929,4073,56,"USA",7.5e+07
"1025",539,112,126975169,3388,849,"USA",5e+07
"1026",362,107,123207194,43291,337,"USA",1.35e+08
"1027",340,106,117528646,18669,387,"USA",3.5e+07
"1028",436,123,116593191,17657,550,"USA",2e+08
"1029",156,95,108012170,2558,82,"USA",6.3e+07
"1030",251,94,104007828,2371,314,"USA",5e+06
"1031",204,117,103028109,16325,203,"USA",8e+07
"1032",517,158,102515793,20388,632,"USA",9e+07
"1033",286,97,100292856,5547,296,"USA",2e+07
"1034",447,119,98780042,13391,443,"USA",1.2e+08
"1035",398,103,88625922,1336,252,"USA",4.5e+07
"1036",327,127,85463309,22254,426,"USA",1.1e+08
"1037",310,118,84244877,57426,292,"USA",5e+07
"1038",355,116,83552429,4001,800,"USA",7e+07
"1039",284,110,83503161,16691,405,"USA",7.5e+07
"1040",549,115,82624961,9578,439,"USA",2e+07
"1041",178,102,80360866,5392,127,"USA",8e+07
"1042",388,146,79883359,46726,488,"USA",6.6e+07
"1043",236,104,78009155,3768,194,"USA",7.5e+07
"1044",440,107,77564037,4631,447,"USA",1.35e+08
"1045",436,106,75638743,13634,411,"USA",6e+07
"1047",419,133,75605492,53094,312,"USA",5e+07
"1048",156,91,74158157,27405,264,"USA",7.9e+07
"1049",682,126,73820094,36017,678,"USA",1.7e+08
"1050",84,115,73000942,714,233,"USA",1.3e+07
"1051",131,113,72279690,14209,86,"USA",3.7e+07
"1052",245,108,70625986,22739,178,"USA",2.5e+07
"1053",189,94,68218041,2820,108,"USA",5.5e+07
"1054",156,100,63992328,62644,79,"Australia",1.35e+08
"1055",413,106,62453315,14607,407,"USA",50200000
"1056",349,113,61094903,17152,332,"UK",3e+07
"1057",349,113,61094903,17151,332,"UK",3e+07
"1058",279,120,58700247,36062,260,"USA",3.8e+07
"1059",274,118,57981889,13943,203,"USA",4e+07
"1060",487,94,56816662,1289,509,"Spain",1.7e+07
"1061",238,109,55802754,20956,194,"USA",3.5e+07
"1062",288,109,55092830,15608,329,"USA",6e+07
"1063",522,93,54696902,16034,571,"USA",3.2e+07
"1064",200,113,54540525,23456,134,"USA",5.6e+07
"1065",103,99,52691009,3567,45,"USA",2.1e+07
"1066",287,96,51774002,16121,331,"USA",5.7e+07
"1067",408,117,51533608,16606,755,"USA",2.5e+07
"1068",185,111,48430355,18510,141,"USA",7e+07
"1069",190,97,46440491,2707,78,"UK",1e+08
"1070",264,124,46377022,1898,266,"UK",1e+07
"1071",237,111,45045037,3393,143,"USA",3.6e+07
"1072",576,100,44667095,4606,583,"France",1.5e+07
"1073",110,106,43853424,5024,114,"USA",1.8e+07
"1074",277,92,42575718,3074,227,"USA",4e+07
"1075",421,101,40962534,57077,288,"USA",12500000
"1076",417,111,40247512,257,438,"USA",3e+07
"1077",128,112,39026186,2371,153,"USA",3.5e+07
"1078",76,89,38536376,4311,83,"USA",2.7e+07
"1079",420,111,38176892,4486,518,"USA",4e+07
"1080",88,113,37911876,3500,47,"USA",3.2e+07
"1081",291,100,37652565,15369,283,"USA",4.2e+07
"1082",360,109,37553932,34011,463,"USA",4e+07
"1083",342,109,37371385,390,334,"USA",4e+07
"1084",392,137,37304950,36258,279,"USA",3.5e+07
"1085",138,91,37300107,5349,115,"USA",1.6e+07
"1086",52,112,37295394,5959,59,"USA",6600000
"1087",220,83,37053924,1987,122,"Germany",2.8e+07
"1088",215,118,37035845,28045,149,"USA",5.2e+07
"1089",201,112,36665854,3432,203,"France",4e+07
"1090",435,128,36381716,7067,918,"USA",8.2e+07
"1091",218,98,35565975,16827,184,"USA",3e+07
"1092",676,100,35054909,34337,1264,"USA",1.5e+07
"1093",161,90,35033759,2462,93,"USA",1.9e+07
"1094",327,100,34963967,39807,378,"USA",8e+06
"1095",34,129,34522221,2300,175,"USA",2e+06
"1096",267,114,33037754,19904,197,"USA",3.7e+07
"1097",283,129,31836745,15595,341,"USA",4e+07
"1099",331,105,29959436,12894,350,"UK",1.3e+07
"1100",225,87,29136626,1417,233,"USA",6e+07
"1101",252,93,29113588,27834,181,"USA",4e+07
"1102",180,106,28064226,561,173,"USA",3.5e+07
"1103",148,86,27854896,17396,129,"USA",1.7e+07
"1104",162,63,26687172,1002,55,"USA",3e+07
"1105",189,116,25093607,49608,157,"UK",3.5e+07
"1106",179,90,24809547,15710,115,"USA",5e+06
"1107",466,127,24104113,46241,517,"France",2e+07
"1108",94,109,23179303,4257,44,"Hungary",2e+07
"1109",244,108,23070045,3892,215,"USA",3e+07
"1110",208,102,21557240,45202,274,"USA",49900000
"1111",195,89,21426805,843,211,"USA",3e+07
"1112",132,88,21379315,2652,112,"USA",1.5e+08
"1113",174,84,21283440,8018,137,"USA",5.5e+07
"1114",228,110,20315324,27694,254,"Germany",7.5e+07
"1115",394,93,18934858,31187,397,"Ireland",2.3e+07
"1116",231,90,18860403,4952,130,"USA",2.5e+07
"1117",358,106,18298649,1393,242,"USA",3e+07
"1118",228,86,17683670,1520,323,"USA",5e+06
"1119",325,94,16300302,10575,203,"USA",1.2e+07
"1120",386,99,14597405,17204,216,"UK",6400000
"1121",151,117,13987482,15713,91,"USA",2e+07
"1122",221,107,13766014,17627,181,"USA",1.5e+07
"1123",317,140,13651662,29692,514,"USA",2.5e+07
"1124",584,139,13303319,13021,975,"USA",3.2e+07
"1125",218,86,12555230,218,154,"France",2e+06
"1126",67,84,11860839,4617,21,"USA",9e+06
"1127",296,104,10706786,16481,211,"USA",5e+07
"1128",190,110,10324441,11431,140,"USA",2.5e+07
"1129",77,86,10134754,5393,38,"USA",3e+07
"1130",83,104,10106233,5190,32,"USA",8e+06
"1131",169,89,9639242,5470,68,"USA",2.4e+07
"1132",231,99,9203192,11328,136,"USA",5e+06
"1133",152,101,8129455,661,142,"USA",4.5e+07
"1135",108,100,7204138,2085,125,"USA",4.1e+07
"1136",354,123,7098492,2501,264,"Iran",5e+05
"1137",136,97,6923891,5519,83,"USA",2.3e+07
"1139",345,99,5702083,23755,190,"UK",1.5e+07
"1140",261,96,5359774,3569,131,"Ireland",6e+06
"1142",290,107,5354039,22834,225,"USA",3500000
"1143",288,130,4463292,2452,136,"UK",3e+07
"1144",182,83,4244155,3374,112,"USA",1e+07
"1145",481,102,4105123,1445,316,"Indonesia",1100000
"1146",486,101,4000304,15230,375,"UK",6500000
"1147",206,90,3388210,34983,150,"USA",250000
"1148",439,130,3029870,15835,551,"Denmark",7400000
"1149",222,113,3014541,4370,98,"UK",8e+06
"1151",115,102,2601847,48,69,"USA",4e+06
"1152",49,97,2331318,2603,64,"USA",1e+07
"1153",376,98,1987762,11853,216,"USA",1.1e+07
"1154",94,98,1754319,2214,81,"USA",1e+07
"1155",389,112,1738692,3547,301,"UK",7e+06
"1156",359,121,1729969,1520,219,"USA",5e+06
"1157",171,90,1573712,973,62,"USA",125000
"1160",167,109,1357042,35561,125,"Belgium",1.5e+07
"1161",56,104,1346503,2430,22,"China",6e+06
"1162",242,92,1316074,1303,228,"USA",1e+05
"1163",284,100,1196752,385,121,"Norway",30300000
"1164",77,102,1068392,3497,53,"Spain",3.6e+07
"1165",399,88,1024175,2011,297,"UK",1.3e+07
"1167",276,91,958319,34705,148,"USA",2.1e+07
"1168",29,93,906666,660,5,"USA",5e+05
"1171",272,86,703002,1249,230,"Canada",3e+06
"1172",130,90,638476,32405,45,"USA",1500000
"1173",205,93,611709,391,41,"Finland",3850000
"1175",134,129,537580,19620,124,"USA",3e+07
"1176",143,97,469947,654,68,"UK",120000
"1179",110,127,301305,796,180,"USA",1.3e+07
"1181",8,105,178739,1668,10,"USA",2450000
"1183",63,121,127437,1887,27,"China",1.8e+07
"1184",292,101,77501,1252,247,"USA",750000
"1185",8,100,73678,4374,8,"USA",3e+06
"1186",116,186,46495,14638,119,"USA",1.4e+07
"1187",66,82,40557,2046,22,"USA",60000
"1188",62,90,28870,32814,41,"USA",1.5e+07
"1189",48,96,27445,561,31,"USA",9e+06
"1190",255,95,26297,1269,209,"UK",5e+05
"1191",23,97,24784,0,10,"Canada",1200000
"1192",174,122,22000,4920,226,"Germany",3e+06
"1193",18,100,20186,2924,15,"USA",930000
"1194",74,113,17149,708,61,"Georgia",2e+07
"1195",136,146,9213,23240,130,"China",9.4e+07
"1196",14,95,4584,690,14,"USA",9000
"1197",3,80,2245,0,2,"USA",560000
"1232",453,103,414984497,19085,733,"USA",2e+08
"1233",451,108,334185206,79957,736,"USA",2e+08
"1234",453,124,312057433,48638,723,"USA",2e+08
"1235",293,124,300523113,52547,498,"USA",6.8e+07
"1236",642,148,292568851,81115,2803,"USA",1.6e+08
"1237",304,87,251501645,11608,296,"USA",6.9e+07
"1238",226,93,238371987,4628,173,"USA",1.65e+08
"1239",288,98,217387997,20453,492,"USA",1.65e+08
"1240",324,100,200807262,2036,387,"USA",2.6e+08
"1241",469,125,172051787,25550,665,"USA",1.7e+08
"1242",469,125,172051787,25549,665,"USA",1.7e+08
"1243",493,110,171031347,25964,724,"USA",3.8e+07
"1244",344,106,163192114,18003,637,"USA",1.25e+08
"1245",179,102,162001186,28497,311,"USA",8e+07
"1246",180,98,148383780,24082,152,"USA",1e+08
"1247",233,95,148337537,46120,187,"USA",1.3e+08
"1248",479,118,138795342,15732,636,"UK",1.5e+07
"1249",280,103,131564731,2857,1382,"USA",1.5e+08
"1250",490,138,127968405,29585,964,"USA",8e+07
"1251",265,116,119219978,20233,316,"USA",1e+08
"1252",330,101,118311368,12406,514,"USA",1.1e+08
"1253",156,101,117224271,1787,81,"USA",2e+07
"1254",186,125,110476776,45696,211,"USA",5.2e+07
"1255",669,108,106952327,38072,1140,"USA",1.3e+07
"1256",343,156,105219735,3244,546,"USA",2e+08
"1257",228,113,104383624,764,227,"USA",1.55e+08
"1258",424,113,102981571,46355,741,"USA",8e+07
"1259",307,95,100448498,23018,285,"USA",6.5e+07
"1260",143,80,100169068,4394,100,"USA",8e+07
"1261",247,101,98711404,39822,207,"USA",5.5e+07
"1262",556,120,96917897,10555,696,"USA",4e+07
"1263",221,146,95328937,4555,293,"USA",1e+08
"1264",325,118,94822707,44797,560,"USA",8e+07
"1265",410,116,93571803,23811,389,"USA",2.5e+07
"1266",378,150,92173235,14296,420,"USA",3.7e+07
"1267",306,116,90755643,16149,453,"USA",2e+08
"1268",315,111,90356857,24928,328,"USA",5.8e+07
"1269",217,118,88761720,14024,419,"UK",9.5e+07
"1270",264,98,84749884,1081,359,"USA",3e+06
"1271",316,98,81557479,25780,326,"USA",1e+08
"1272",213,140,80574010,20440,302,"USA",6e+07
"1273",162,108,80014842,19945,186,"USA",2.5e+07
"1274",283,117,76418654,12731,348,"USA",1.17e+08
"1276",321,103,67631157,55175,374,"USA",1e+08
"1277",161,110,67061228,21554,135,"USA",4e+07
"1278",111,94,64001297,20154,103,"USA",1.5e+07
"1279",235,109,63143812,13388,238,"USA",1.5e+08
"1280",123,107,62933793,2341,185,"USA",2e+07
"1281",357,119,61937495,13071,432,"USA",1.5e+08
"1283",253,97,60128566,16098,410,"Germany",6e+07
"1284",40,121,60072596,6657,68,"USA",2e+07
"1285",160,123,59699513,2259,136,"USA",3.5e+07
"1286",262,92,58401464,16982,264,"USA",8e+06
"1287",119,107,57744720,31529,132,"USA",2e+07
"1288",188,101,55673333,4286,160,"USA",8e+07
"1289",445,103,53991137,3030,752,"USA",1500000
"1290",159,105,53021560,1026,156,"USA",3e+07
"1291",297,136,52474616,1579,245,"USA",7e+07
"1292",351,107,52000688,4243,619,"USA",4e+07
"1293",265,101,50213619,1272,243,"USA",3.6e+07
"1294",447,117,48043505,2357,801,"UK",3e+07
"1295",140,100,47000485,25206,120,"USA",7.5e+07
"1296",178,90,45670855,1978,279,"Canada",2e+07
"1297",203,107,44867349,14483,176,"USA",3.7e+07
"1298",91,82,43575716,3326,63,"USA",8.5e+07
"1299",258,117,43290977,7053,256,"UK",8e+07
"1300",184,85,42776259,1173,121,"USA",1.12e+08
"1301",138,107,42385520,4059,86,"USA",3e+07
"1302",311,87,40990055,1958,300,"France",1800000
"1303",226,100,40168080,3889,315,"USA",2.6e+07
"1304",197,119,39440655,4315,222,"USA",5.5e+07
"1305",308,101,39103378,2609,251,"USA",2e+07
"1307",148,104,37481242,3356,97,"USA",3.5e+07
"1308",122,82,36658108,2898,187,"USA",2e+07
"1309",333,105,35596227,1454,463,"USA",2e+07
"1310",266,115,35024475,13761,261,"France",1e+08
"1311",98,87,33643461,20061,65,"USA",5e+07
"1312",273,80,33583175,5628,319,"USA",1e+07
"1313",315,129,32741596,14344,323,"USA",5e+07
"1314",219,112,32357532,31278,215,"USA",3e+07
"1315",180,104,31584722,5707,131,"USA",2e+07
"1316",393,112,31494270,12687,522,"USA",6e+07
"1317",258,113,31146570,1136,165,"USA",2e+07
"1318",117,99,31136950,1066,75,"USA",4.4e+07
"1319",212,107,30993544,621,156,"USA",4e+07
"1320",168,121,30212620,993,196,"USA",1.2e+08
"1321",97,109,28995450,855,59,"UK",3.5e+07
"1322",181,101,27758465,1292,120,"USA",1.9e+07
"1323",391,105,26589953,26233,392,"USA",10500000
"1324",81,103,26161406,1002,52,"USA",1.5e+07
"1325",91,105,25677801,4813,136,"USA",2e+07
"1326",84,90,25077977,2486,84,"USA",2e+07
"1327",365,88,25003072,5737,374,"USA",2.4e+07
"1329",97,94,24268828,3436,71,"USA",2.8e+07
"1330",298,99,24042490,3744,250,"USA",2.5e+07
"1331",213,97,23527955,12841,165,"USA",2.5e+07
"1332",203,92,23324666,488,211,"France",5.2e+07
"1333",196,98,23225911,14699,157,"USA",2.4e+07
"1335",221,97,21371425,3679,944,"USA",1e+07
"1336",239,133,21129348,11799,237,"USA",3.5e+07
"1337",323,106,20803237,18645,291,"USA",3500000
"1338",71,103,20246959,3299,20,"USA",1.4e+07
"1339",135,117,20218921,4204,114,"Official site",1.5e+07
"1340",158,113,19057024,22088,361,"USA",1.6e+07
"1341",450,94,18329466,11984,440,"USA",1.8e+07
"1342",167,102,17797316,2961,113,"USA",3.2e+07
"1343",101,92,17596256,6327,84,"USA",3.5e+07
"1344",343,128,15523168,2507,349,"France",4.5e+07
"1345",160,107,14637490,2537,136,"USA",2.5e+07
"1346",197,119,13763130,2925,187,"USA",3.2e+07
"1347",390,116,12134420,20258,366,"UK",2e+07
"1348",126,106,11854694,17560,64,"USA",3.1e+07
"1349",199,122,11538204,21163,135,"USA",2.5e+07
"1350",178,81,10539414,14619,176,"USA",4.7e+07
"1351",377,112,9701559,35941,283,"USA",3500000
"1352",214,108,9528092,10191,127,"USA",2.2e+07
"1353",163,95,8460995,2618,125,"USA",1e+07
"1354",136,111,7691700,2140,73,"France",1e+07
"1356",223,91,7455447,1136,126,"USA",7e+06
"1357",226,139,6857096,343,156,"Canada",6800000
"1358",365,100,6531491,34446,297,"USA",2e+06
"1359",163,101,6350058,2786,150,"USA",8e+06
"1360",261,105,5776314,2016,142,"USA",3200000
"1361",95,100,5664251,2056,102,"New Zealand",4.5e+07
"1364",7,41,4074023,55,4,"UK",5e+06
"1366",210,128,4018695,8532,235,"India",1.2e+07
"1367",195,122,3950029,416,89,"France",4e+06
"1368",259,106,3571735,21711,129,"USA",1e+07
"1369",223,98,3247816,19310,108,"USA",2.2e+07
"1370",248,129,3205244,2265,141,"UK",1e+07
"1371",19,110,2848578,1567,65,"USA",3500000
"1372",155,97,2711210,10517,86,"USA",5e+06
"1374",25,101,2428241,77046,26,"USA",2e+05
"1375",328,103,2412045,12867,320,"UK",1.5e+07
"1376",248,91,2221809,1582,144,"USA",5e+06
"1377",138,105,1796024,37766,135,"USA",2.2e+07
"1378",301,97,1768416,684,198,"USA",7e+06
"1379",87,90,1752214,4377,104,"USA",1.4e+07
"1380",41,90,1602466,1836,106,"India",6e+08
"1381",138,107,1183354,1577,75,"USA",2e+07
"1383",163,113,1094798,7692,73,"UK",7200000
"1384",117,108,1039869,18739,51,"Canada",1.5e+07
"1385",363,95,1028658,17471,447,"Spain",3e+06
"1389",46,86,535249,768,13,"USA",3400000
"1391",87,100,513836,143,21,"France",4600000
"1393",104,108,453079,2029,29,"USA",7e+06
"1394",4,92,425899,168,31,"USA",4e+05
"1395",16,90,399611,2370,29,"USA",6e+06
"1396",113,98,389804,2530,35,"USA",65000
"1397",134,106,382946,44969,99,"USA",7e+06
"1398",238,96,322157,4590,203,"USA",2500000
"1400",92,110,263365,3785,36,"USA",2e+07
"1401",337,103,252652,44,199,"Norway",19900000
"1402",344,94,237301,1118,451,"UK",5e+05
"1404",225,109,214966,1813,176,"USA",1.3e+07
"1405",47,110,190562,2728,24,"UK",9e+07
"1407",118,134,183662,890,48,"France",2.5e+07
"1408",35,124,183490,60,8,"USA",1700000
"1409",4,100,163591,2895,17,"South Korea",13400000
"1411",49,117,134904,3204,17,"USA",2.5e+07
"1413",68,98,117190,11770,86,"UK",8e+06
"1414",73,93,100675,2305,23,"USA",3e+06
"1415",28,80,99851,210,30,"USA",2500000
"1416",230,82,98017,1498,170,"France",5e+05
"1417",225,105,92401,2423,209,"USA",2e+06
"1420",109,106,58214,916,137,"USA",9500000
"1421",97,110,56129,645,82,"Canada",1100000
"1422",112,93,48430,1452,73,"USA",5e+05
"1423",27,118,46451,27756,38,"USA",7e+06
"1425",215,98,18469,1038,141,"USA",650000
"1426",134,100,12561,4094,181,"USA",1.9e+07
"1458",723,178,760505847,4834,3054,"USA",2.37e+08
"1459",366,150,402076689,3218,1439,"USA",2e+08
"1460",375,153,301956980,58753,973,"UK",2.5e+08
"1461",299,130,296623634,64040,919,"USA",5e+07
"1462",408,96,292979556,2635,704,"USA",1.75e+08
"1463",334,108,277313371,17623,626,"USA",3.5e+07
"1464",518,127,257704099,39284,1559,"USA",1.5e+08
"1465",261,129,255950375,3389,420,"USA",2.9e+07
"1466",107,88,219613391,5227,98,"USA",7.5e+07
"1467",415,128,209019489,23996,621,"USA",9e+07
"1468",219,94,198332128,2579,187,"USA",1.75e+08
"1469",188,94,196573705,1258,132,"USA",9e+07
"1470",350,119,179883016,40054,641,"USA",1.5e+08
"1471",185,105,177243721,54039,209,"USA",1.5e+08
"1472",367,158,166112167,2144,1055,"USA",2e+08
"1473",224,108,163947053,18656,273,"USA",4e+07
"1474",250,118,150167630,26683,534,"USA",1.75e+08
"1475",240,96,137850096,48878,249,"USA",2e+08
"1476",298,146,133375846,16948,435,"USA",1.5e+08
"1477",422,118,125320003,27468,974,"USA",2e+08
"1478",191,90,124870275,1227,156,"USA",1e+08
"1479",486,153,120523073,36741,1527,"USA",7.5e+07
"1480",145,88,119420252,2217,90,"USA",1.5e+08
"1481",472,112,115646235,2639,1262,"South Africa",3e+07
"1482",187,120,112703470,15226,214,"USA",8.5e+07
"1483",166,113,109176215,8172,144,"USA",6e+07
"1484",451,215,107503316,2530,1229,"USA",1.3e+08
"1485",228,97,104374107,2480,214,"USA",1.05e+08
"1486",357,140,97030725,64599,585,"USA",1e+08
"1487",252,123,94125426,13321,277,"USA",4e+07
"1488",161,129,93952276,318,203,"USA",4e+07
"1490",174,96,88915214,22436,169,"USA",3.8e+07
"1491",391,108,83813460,35209,452,"USA",2.5e+07
"1492",279,121,79948113,13421,791,"USA",5e+07
"1493",131,102,79566871,4516,140,"USA",3e+07
"1494",333,101,77222184,1738,388,"Germany",1e+08
"1495",445,88,75590286,28011,553,"USA",23600000
"1496",310,100,75280058,647,279,"USA",6e+07
"1497",216,118,73343413,22517,429,"USA",5e+07
"1498",107,100,73023275,5174,57,"USA",3.5e+07
"1499",136,111,71844424,679,223,"USA",6e+07
"1500",215,105,71347010,28928,215,"USA",4e+07
"1501",166,98,67128202,14007,110,"USA",6.5e+07
"1502",221,82,66466372,303717,290,"USA",4e+07
"1503",267,106,65452312,19906,285,"USA",1e+08
"1504",191,102,64149837,7009,185,"USA",2e+07
"1505",214,107,63411478,568,234,"USA",3.9e+07
