"num_critic_for_reviews","duration","director_facebook_likes","gross","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","budget","imdb_score","movie_facebook_likes"
107,100,87,73023275,5174,4,57,3.5e+07,5.4,1000
134,124,258,68473360,3424,0,379,7.5e+07,5.9,0
269,102,0,66636385,60646,1,289,7.5e+07,7.1,0
143,90,10,160762022,63165,0,288,7.5e+07,6,0
241,130,386,103338338,2856,0,503,7e+07,6.5,0
161,118,473,55808744,15889,4,323,5.3e+07,5.7,0
298,163,14000,47379090,2529,0,824,7e+07,7.6,0
89,142,845,43426961,16580,1,394,7e+07,6.6,0
140,100,126,47000485,25206,2,120,7.5e+07,5.4,0
362,116,0,45434443,15735,2,360,7.5e+07,7.3,43000
124,131,274,42044321,12522,2,342,8e+07,6.5,0
190,91,27,73661010,17299,0,229,7.5e+07,6.6,0
132,123,272,41523271,13934,2,261,8e+07,6.6,0
284,110,763,83503161,16691,1,405,7.5e+07,6.1,30000
152,113,17,34636443,103354,0,288,5.2e+07,6.6,0
131,94,383,22751979,15857,0,377,7.5e+07,6.6,0
132,116,41,30013346,14028,2,254,7.5e+07,5.3,648
130,84,10,90820,4368,0,119,4400000,6,0
74,93,253,5409517,5580,0,171,7.5e+07,4.7,683
114,113,212,21009180,4397,4,222,4.5e+07,6.1,1000
294,106,0,94999143,33645,0,1344,7.5e+07,7.2,0
308,91,22,336029560,13616,0,275,7.4e+07,6.4,70000
435,128,0,36381716,7067,4,918,8.2e+07,6.1,42000
141,97,6,107225164,24350,0,126,7.3e+07,6.3,14000
176,112,72,70224196,13827,0,138,7e+07,5.6,0
230,153,0,51814190,11852,1,301,7.5e+07,6.4,0
234,110,532,47456450,5187,1,289,7e+07,7.1,0
164,122,285,148213377,12410,5,437,7.3e+07,6.6,0
91,87,41,112950721,3287,0,79,7.2e+07,4.6,266
262,125,0,62647540,15850,0,657,7e+07,7.1,0
299,87,30,183132370,3086,0,763,7.5e+07,7.4,0
128,152,0,27796042,4310,1,376,7.2e+07,6.9,0
109,116,212,32616869,14780,0,346,7.2e+07,4.5,886
88,109,218,18947630,55,0,124,59660000,7.1,2000
261,108,0,114195633,7273,0,2003,6e+07,6.5,0
208,106,0,227965690,1675,0,2335,7.2e+07,6.7,0
205,93,80,436471036,1148,1,483,1.5e+08,7.2,0
256,117,487,244052771,4905,0,584,1.2e+08,7.2,0
191,132,357,141204016,14790,0,737,7e+07,5.8,10000
147,92,5,162495848,5217,0,133,7.4e+07,6,16000
486,153,16000,120523073,36741,1,1527,7.5e+07,8.3,42000
245,101,420,72660029,16235,0,269,1e+08,6,21000
144,117,69,116643346,14486,1,340,8e+07,6,0
153,141,488,100614858,11458,1,1248,6.8e+07,6.9,0
284,110,0,42272747,5609,1,1040,7e+07,5.6,0
247,109,545,80281096,3222,0,1283,6e+07,5.6,0
107,88,84,219613391,5227,0,98,7.5e+07,4.5,2000
141,124,130,78120196,6181,0,742,7.5e+07,7.1,5000
358,119,845,98895417,31782,3,698,7e+07,6.5,45000
355,116,473,83552429,4001,0,800,7e+07,5.8,25000
235,125,13000,66257002,16138,0,816,7e+07,8,26000
388,146,14000,79883359,46726,1,488,6.6e+07,7.2,28000
371,118,0,78031620,27674,7,403,7e+07,6.1,34000
297,136,0,52474616,1579,2,245,7e+07,6.3,13000
261,92,28,55942830,5178,1,423,7e+07,6.3,37000
228,127,905,38345403,16034,8,492,7e+07,7.7,15000
185,111,2000,48430355,18510,2,141,7e+07,5.3,0
128,116,541,30157016,12993,2,189,7e+07,5.6,792
237,113,43,28031250,13517,0,814,6e+07,5.2,0
105,97,84,33105600,1576,1,141,7e+07,5.4,531
242,88,24,62321039,5861,1,271,7e+07,6.4,24000
360,136,163,38509342,712,7,356,7.5e+07,5.9,33000
112,125,40,19076815,15916,0,196,6e+07,6.3,997
189,116,5,25093607,49608,2,157,3.5e+07,6.5,17000
151,98,323,18990542,2763,3,289,7e+07,3,584
92,91,8,14294842,1846,1,277,7e+07,3.6,391
81,95,101,13596911,3734,0,123,7e+07,6.2,2000
51,88,6,8460990,6946,1,54,7e+07,5.6,5000
261,133,0,7097125,28129,1,207,7e+07,5.4,11000
197,106,14,37760080,12871,2,618,7e+07,6.1,0
159,116,105,5851188,1899,1,313,7e+07,4.2,764
286,115,101,25121291,15708,1,279,5e+07,6.7,34000
156,99,212,18821279,1520,0,202,7e+07,4.2,12000
176,124,31,118471320,12556,0,568,6.8e+07,6.4,0
293,124,171,300523113,52547,3,498,6.8e+07,4.9,29000
141,124,0,71069884,32871,0,445,6.8e+07,6.8,0
304,87,275,251501645,11608,0,296,6.9e+07,7.7,31000
280,125,3000,81257500,30010,0,229,6.8e+07,6.4,30000
180,141,448,617840,1829,2,172,7e+07,7.2,29000
237,111,101,45045037,3393,3,143,3.6e+07,5.9,10000
178,117,44,27550735,3524,0,113,17500000,6.8,12000
238,128,0,39380442,29824,1,263,7e+07,7.1,0
190,114,116,72980108,10419,2,264,2.6e+07,5.9,0
393,105,335,37516013,8281,0,348,6.9e+07,5.9,98000
90,102,4,5932060,14625,0,174,3.5e+07,5.4,0
327,132,76,43568507,7081,1,346,6.6e+07,6.5,32000
149,127,278,182805123,5838,1,395,7e+07,6.4,0
193,103,77,176387405,5437,0,467,5.9e+07,7.6,3000
175,136,759,33685268,12194,1,662,6.8e+07,5.5,4000
538,150,14000,182204440,25517,0,720,6.5e+07,7.4,71000
80,104,54,139225854,5265,0,116,6e+07,5.5,1000
488,158,0,148775460,46204,1,845,6.1e+07,7.6,144000
173,106,285,100468793,11264,2,277,6.5e+07,6.9,0
307,95,480,100448498,23018,3,285,6.5e+07,6.6,25000
322,137,11000,115603980,2938,0,351,6.5e+07,7.2,35000
169,130,16000,90454043,17771,1,326,6.5e+07,6.4,0
86,104,226,69688384,16452,1,139,6e+07,6.1,0
242,129,0,70236496,14421,0,564,6.3e+07,6,0
141,117,179,63695760,12850,1,264,6.5e+07,6.4,0
313,99,119,59617068,1375,0,310,6.5e+07,6.4,59000
176,118,87,85911262,4796,6,213,6.5e+07,5.2,16000
279,105,43,53846915,11943,0,221,50100000,6.6,23000
241,103,368,54758461,29808,3,238,6.5e+07,6.3,18000
185,122,687,52397389,19764,0,514,6.5e+07,5.9,0
239,96,545,42345531,17913,0,423,6.5e+07,5.4,32000
230,111,545,36064910,28643,4,211,4.5e+07,6.4,0
134,135,138,32598931,1013,1,265,6.5e+07,6.2,892
136,101,4000,28045540,32232,0,202,6.5e+07,6.1,0
96,131,368,43532294,12088,0,175,6.5e+07,7.1,0
60,105,0,10014234,3580,1,69,6.5e+07,5,177
308,92,72,19059018,3165,0,194,6.5e+07,5.1,15000
127,130,2000,1987287,450,0,138,5e+07,6.9,0
196,100,38,24407944,7048,0,380,4.3e+07,4.8,0
339,102,436,13750556,49433,3,239,6.5e+07,6.5,32000
361,121,175,43247140,2131,0,265,5.5e+07,7.1,40000
226,147,670,2208939,253,0,482,5e+07,7.5,26000
194,94,116,213079163,2725,2,795,6.3e+07,6.2,0
138,94,42,19548064,23365,1,77,6.5e+07,6.3,0
68,103,10,72413,58,3,86,6.5e+07,6.1,0
78,98,322,58255287,6334,1,187,6.4e+07,4.3,0
178,116,84,77086030,14931,0,602,6.2e+07,6.6,0
150,87,12,32178777,6658,6,250,6.2e+07,3.8,0
113,125,11,15738632,14536,2,399,4.2e+07,5.9,0
596,187,16000,54116191,49912,1,1018,4.4e+07,7.9,114000
191,93,8,118153533,13232,2,246,6.1e+07,6.3,0
156,95,25,108012170,2558,0,82,6.3e+07,5.5,0
460,117,0,210592590,32360,0,2073,6.5e+07,7.7,13000
141,106,116,279167575,24938,6,428,8e+07,6.3,0
180,115,64,143151473,4811,0,320,6e+07,7.1,11000
177,100,12,168213584,1412,3,255,5e+06,5.9,0
161,81,10,135381507,2252,0,251,1.5e+08,5.8,912
568,149,21000,167735396,4348,0,1127,6.1e+07,8.1,146000
249,119,218,121468960,13249,1,849,6e+07,7.9,0
81,92,41,104148781,4050,1,116,6e+07,5.5,886
265,109,175,75573300,20148,1,172,6.1e+07,6.7,22000
105,87,6,93375151,4171,0,235,6e+07,5.2,0
155,111,473,106126012,35084,6,497,6e+07,7,0
118,101,30,93307796,2636,2,269,6e+07,6.1,0
166,113,0,109176215,8172,6,144,6e+07,5.5,0
77,94,163,82569532,20348,6,128,6e+07,5.4,781
249,132,47,81687587,2517,0,360,6.1e+07,6.4,24000
213,140,708,80574010,20440,1,302,6e+07,5.7,26000
121,125,420,75764085,16646,1,322,6e+07,6.7,0
315,111,124,90356857,24928,4,328,5.8e+07,7.1,32000
299,120,0,100003492,13581,0,836,6.5e+07,7.6,0
167,100,55,90341670,14611,4,432,6e+07,5.5,0
125,115,13,74540762,4496,2,323,5.5e+07,6.5,0
387,130,188,80033643,16385,2,448,6e+07,7,38000
136,111,197,71844424,679,0,223,6e+07,7.3,0
436,106,0,75638743,13634,4,411,6e+07,6.6,42000
73,89,18,66734992,1233,0,181,6e+07,4.4,858
310,100,253,75280058,647,1,279,6e+07,7.7,10000
323,91,0,64505912,13654,0,1264,4.8e+07,5,6000
171,146,12000,77862546,20454,2,690,7e+07,7.7,14000
76,98,48,61112916,24664,0,83,5e+07,4.4,747
173,101,480,88200225,3943,5,308,6e+07,6.1,0
242,132,0,59035104,1112,1,597,6.6e+07,6.8,0
328,92,28,55994557,13597,0,176,6e+07,7,12000
196,119,610,53789313,3637,0,347,6e+07,6.3,0
118,93,18,50818750,13403,0,106,6e+07,6.1,0
81,98,11,50189179,2018,2,207,6e+07,5.3,797
313,105,0,50549107,1411,3,289,6e+07,6.2,17000
315,124,737,56443482,75793,3,256,6e+07,6.6,24000
225,99,24,62401264,20276,3,323,6e+07,5.9,28000
198,124,845,46975183,1640,0,338,6.1e+07,7.2,0
219,96,7,50807639,3151,3,122,6e+07,6.8,11000
435,100,97,257756197,22128,0,471,6e+07,7.8,64000
111,115,11,48472213,4305,2,156,4.5e+07,5,621
138,101,38,43060566,53024,0,569,6e+07,6.2,0
415,113,181,45996718,34738,3,264,6e+07,6.7,40000
170,100,11000,43337279,12258,2,203,6e+07,4.9,0
306,134,16000,37479778,24458,1,259,6e+07,7.4,23000
252,127,162,36965395,19776,3,235,7e+07,7.1,0
211,125,209,40559930,10623,0,184,6e+07,6.2,0
161,107,69,36279230,1352,0,213,6e+07,6.1,690
156,91,2,42194060,22668,1,72,7e+07,6.1,0
172,116,53,43119879,31224,0,842,6e+07,6.4,0
161,100,0,35096190,1395,1,322,6e+07,6.3,0
239,111,39,35754555,17871,0,150,2.5e+07,6.8,11000
258,117,258,43290977,7053,1,256,8e+07,6.6,0
105,96,11000,32122249,22889,1,138,6e+07,5.9,846
198,101,50,40076438,38809,2,248,6e+07,6,0
210,117,456,31670931,23745,0,143,6e+07,6.7,0
125,126,0,30695227,34774,3,267,6e+07,6.7,0
149,152,488,32522352,36897,1,822,6e+07,7.9,15000
77,86,25,28424210,14918,0,74,4e+07,5,470
77,101,93,26082914,993,2,213,8.7e+07,4.3,0
225,87,124,29136626,1417,0,233,6e+07,5.7,20000
98,85,0,26288320,11301,0,91,6e+07,6.7,880
703,173,0,623279547,87697,3,1722,2.2e+08,8.1,123000
117,104,293,30063805,2109,0,243,6e+07,6.1,0
240,121,0,22518325,22833,0,644,5e+07,5.6,0
123,140,23,13082288,12634,1,247,6e+07,6.6,2000
110,131,37,18208078,3012,3,281,6e+07,6.9,0
100,91,394,14218868,1262,0,282,6.5e+07,4.8,589
189,118,167,22451,22447,0,126,6e+07,6.2,17000
212,130,91,31165421,10247,3,457,6e+07,6,44000
127,90,48,11802056,1865,1,109,6e+07,4.9,791
196,103,179,25472967,1467,2,411,3e+07,5.6,0
161,106,34,17281832,5329,3,110,6e+07,6.1,0
223,103,436,19781879,20881,1,290,6e+07,4.8,2000
181,107,192,7605668,42683,2,188,6e+07,5.5,12000
140,156,892,4535117,26564,3,368,6e+07,3.8,0
54,127,258,4426297,12947,2,156,3.5e+07,6.5,0
14,119,3,706622,1026,1,9,68005000,6,426
81,132,131,10166502,12133,0,183,8e+07,6.7,0
579,108,84,363024263,18239,0,1058,5.8e+07,8.1,117000
490,133,16000,350123553,16277,0,916,58800000,7.3,112000
218,103,11,80021740,5497,4,154,5.8e+07,6.4,35000
142,95,70,48291624,2876,1,263,5.8e+07,6.7,0
57,90,32,35231365,6299,0,85,6e+07,3.6,500
186,114,0,31199215,589,8,120,5.8e+07,6,472
53,119,153,13838130,36167,4,143,1.2e+07,4.9,0
133,103,30,29580087,3150,2,121,5.8e+07,4.7,0
246,125,189,44665963,5081,2,281,5.8e+07,6.3,22000
253,97,545,60128566,16098,1,410,6e+07,5.9,19000
144,125,143,49875589,4416,0,273,5.8e+07,5.9,0
157,116,51,36931089,16484,2,198,7e+07,5.6,12000
117,97,420,28328132,9814,2,147,5.8e+07,6.3,782
287,96,83,51774002,16121,1,331,5.7e+07,4.3,18000
96,131,108,25528495,23325,2,220,5.7e+07,5.9,0
125,95,163,113006880,16884,0,225,5.6e+07,5.5,0
117,86,10,45860039,14146,1,221,5.6e+07,6.2,0
131,92,25,217326336,2847,0,146,6e+07,5.2,0
150,108,116,166225040,24286,2,507,5.5e+07,7,0
171,118,72,177575142,13426,1,372,7e+07,6.6,0
153,74,58,104354205,5713,3,332,5.5e+07,6.3,0
491,134,521,107100855,16281,0,527,5.5e+07,7.9,65000
247,101,189,98711404,39822,2,207,5.5e+07,6.3,0
292,132,845,101530738,37605,0,436,5.5e+07,7.2,56000
114,105,61,93815117,7184,2,242,5.5e+07,5.1,0
201,117,125,162586036,11036,0,611,5.5e+07,8,32000
231,98,124,89706988,2287,1,600,5.5e+07,6.2,0
354,111,16000,70098138,3983,0,2105,3e+07,8.1,13000
304,137,16000,66207920,1959,0,935,3e+07,8,0
146,110,9,56932305,939,2,293,5.5e+07,6.6,0
189,94,70,68218041,2820,1,108,5.5e+07,6,14000
206,104,50,25040293,7247,0,279,5.5e+07,6.6,0
118,91,39,55747724,3104,1,73,5.5e+07,5.9,0
224,95,17,76137505,3697,0,174,5.5e+07,7.2,30000
265,102,82,34350553,2488,4,207,6.8e+07,5.7,15000
135,94,607,34238611,2248,1,321,5.5e+07,6,0
123,118,101,33828318,14036,2,154,5.5e+07,5.8,0
164,99,3,33472850,10026,3,119,5.5e+07,5.8,0
238,88,91,31051126,6254,0,101,5.5e+07,6.7,0
264,141,16000,35707327,12840,0,387,5.5e+07,7.8,14000
153,143,541,51225796,20660,0,2047,7e+07,7.4,0
202,114,159,16264475,16899,1,216,5.5e+07,6.9,0
178,93,45,25857987,10185,0,532,6.2e+07,5.5,0
84,280,33,12870569,1671,0,497,5.6e+07,6.3,953
93,107,11,16088610,3742,2,39,5.5e+07,5.6,610
277,119,33,51178893,6089,4,110,5e+07,6.4,10000
76,95,906,6768055,2260,0,229,5.7e+07,4.2,437
197,119,59,39440655,4315,1,222,5.5e+07,6.4,19000
186,133,0,6167817,405,1,239,4.7e+07,7.7,0
66,96,13,52580895,15803,1,142,5.5e+07,5.3,448
224,117,0,81645152,15371,1,559,5.4e+07,6.7,0
202,123,125,69951824,14727,1,599,5.5e+07,7.7,26000
279,92,394,9483821,25418,3,131,5.5e+07,5.7,10000
190,123,488,26838389,12700,0,495,5.7e+07,6.4,0
136,110,94,75604320,847,1,195,5.4e+07,5.6,0
131,121,102,5660084,286,0,418,5.4e+07,2.4,2000
127,128,234,7221458,27614,0,178,5.5e+07,6.2,0
160,99,309,70327868,26527,0,301,4.6e+07,5.9,0
209,127,1000,57386369,2601,1,2319,52500000,7.6,10000
98,89,17,45207112,13390,1,190,5.3e+07,5.5,361
391,123,108,62563543,63769,7,289,5.3e+07,7,44000
279,135,16000,33574332,24468,0,415,9e+07,7.1,0
216,118,473,73343413,22517,0,429,5e+07,7.4,21000
250,189,0,25031037,22186,0,532,5.3e+07,7.6,0
106,124,161,5755286,26334,1,63,5.5e+07,5.9,672
194,141,14000,164435221,48153,0,667,5.2e+07,8,15000
558,157,0,95720716,2759,0,640,4e+07,7.4,39000
183,106,235,118683135,8315,1,483,5.2e+07,5.8,0
238,108,58,143704210,26002,1,611,5.2e+07,6.3,10000
186,125,0,110476776,45696,12,211,5.2e+07,5.7,9000
144,107,422,80270227,2297,5,612,5e+07,5.1,0
215,118,71,37035845,28045,2,149,5.2e+07,6.4,13000
203,92,180,23324666,488,1,211,5.2e+07,6.5,0
127,104,13,23020488,2422,3,180,5.2e+07,5.5,846
155,116,101,90567722,1711,1,481,5.1e+07,6.5,0
98,90,176,72601713,2055,1,155,5.1e+07,5.6,605
71,93,14,35092918,5468,0,110,1.7e+07,4.9,1000
299,130,129,296623634,64040,2,919,5e+07,4.6,13000
212,90,80,267652016,275,1,945,6e+07,7.9,0
413,106,53,62453315,14607,2,407,50200000,7.1,36000
457,112,3000,218628680,21773,1,623,5e+07,7,74000
272,143,285,2175312,28176,2,346,5e+07,6.3,41000
117,96,65,126203320,26826,1,309,5e+07,5.8,0
539,112,14000,126975169,3388,0,849,5e+07,7.1,37000
169,131,0,125548685,10003,0,498,5.2e+07,7.3,0
140,116,80,105807520,14087,2,357,5e+07,6.4,0
330,112,97,191616238,19428,2,322,5e+07,7.1,24000
190,104,235,97680195,29505,1,243,7e+07,6.8,0
177,107,43,126088877,14569,2,110,5e+07,6.6,10000
145,96,51,150315155,10886,2,130,5e+07,6.1,13000
321,125,252,127997349,62837,1,779,5e+07,6,90000
230,129,0,88504640,19148,2,646,4.5e+07,7.6,0
257,124,488,75621915,36873,3,199,2.1e+07,7.1,22000
279,121,295,79948113,13421,0,791,5e+07,6.2,0
143,95,9,88658172,37967,2,242,5e+07,5.6,2000
196,128,62,75888270,10163,0,560,1e+08,5.4,0
310,118,43,84244877,57426,7,292,5e+07,7.4,44000
116,80,12,75367693,13430,0,232,3.5e+07,5,795
105,99,148,73701902,6729,1,209,6e+07,5.2,0
419,133,152,75605492,53094,1,312,5e+07,7.6,27000
359,106,174,91439400,16967,0,384,5e+07,7,24000
166,98,99,67128202,14007,3,110,6.5e+07,5.7,0
525,132,160,70496802,22417,1,2042,5.4e+07,8.2,48000
165,114,71,60470220,428,2,192,5e+07,6.2,955
87,78,5,58336565,11124,0,118,5e+07,6.6,624
117,101,23,66002004,2177,1,168,5e+07,4.7,1000
113,113,39,54997476,3341,0,248,5e+07,6.3,970
349,98,75,55682070,11946,2,304,5e+07,6.1,45000
152,124,213,52752475,2583,0,533,5e+07,6.7,0
288,109,154,55092830,15608,1,329,6e+07,6.1,27000
358,128,79,50815288,14747,0,625,5e+07,7,0
204,144,0,52822418,3580,0,219,5e+07,7.4,44000
156,95,34,50150619,19513,1,102,5e+07,7.3,18000
171,105,12,48745150,101383,1,306,5e+07,5.8,773
267,132,50,46982632,1933,0,1740,5e+07,6.6,0
118,118,41,44737059,24024,1,261,5e+07,6.5,0
291,113,22,56724080,8398,7,181,5e+07,6.7,39000
228,89,77,47553512,1367,0,210,5e+07,5.8,15000
276,141,71,47105085,30183,1,275,5e+07,7.4,47000
191,98,38,50740078,16791,1,672,4.5e+07,6.2,0
143,108,17,40203020,15634,1,259,4e+07,5.9,0
124,114,73,40905277,19739,3,157,5e+07,6.5,1000
66,93,0,39177541,14899,1,177,5e+07,3.5,0
118,119,0,39778599,29461,0,548,5e+07,6.6,0
93,119,0,37486138,2052,1,106,5e+07,6,718
235,99,160,38105077,701,0,194,4e+07,6.4,0
98,87,9,33643461,20061,0,65,5e+07,4.2,0
315,129,16000,32741596,14344,0,323,5e+07,6.5,16000
136,115,58,31874869,34606,0,302,5e+07,6.1,0
209,131,73,27667947,1344,0,392,5e+07,6.2,3000
298,125,487,26616999,1300,3,347,4e+07,5.9,43000
131,98,323,26536120,3357,0,286,5e+07,6.5,0
146,110,16000,26199517,18635,1,260,5e+07,6.4,705
245,118,670,25450527,7654,0,190,5e+07,6.5,0
259,119,0,24006726,15757,8,632,5e+07,7.3,0
79,139,378,20389967,12786,1,47,5e+07,6.7,10000
141,130,317,19593740,32637,0,420,5e+07,7.5,0
59,100,65,19118247,6171,5,94,4e+07,5.4,779
236,114,174,26442251,16992,2,205,5e+07,6.6,15000
356,96,0,17114882,17211,1,398,2.5e+07,7.7,0
120,110,134,18472363,25049,3,208,5e+07,5.8,0
208,102,234,21557240,45202,3,274,49900000,5.6,18000
174,84,260,21283440,8018,0,137,5.5e+07,6,0
214,108,218,9528092,10191,2,127,2.2e+07,6.8,9000
186,127,12000,10137232,5702,0,374,5e+07,6,0
180,95,83,20488579,29926,1,245,5e+07,5.8,0
231,124,98,19445217,3580,7,258,6e+07,6.2,14000
105,109,0,8355815,52885,2,341,5.5e+07,6.4,0
226,102,0,28837115,24107,4,150,5e+07,4.8,28000
75,88,5,6471394,11972,5,93,5e+07,4.9,288
82,87,0,6291602,3954,0,91,5e+07,5.6,255
296,104,71,10706786,16481,1,211,5e+07,5.5,15000
103,96,43,8742261,1385,2,179,1.8e+07,3.7,0
98,85,70,43905746,32831,1,294,4.9e+07,5.9,0
195,135,628,7994115,24316,2,209,3.5e+07,7.4,21000
223,190,0,124107476,1418,0,867,4.8e+07,7.6,0
324,129,456,12802907,2035,1,226,2e+07,6.6,36000
371,120,662,31569268,23051,0,627,4.9e+07,6.9,67000
233,112,21000,95308367,18141,0,850,4.8e+07,6.8,0
32,89,42,194568,2353,0,32,1500000,4.6,352
172,137,79,1206135,27666,3,185,5e+07,6.4,18000
103,112,109,56607223,1823,8,497,4.8e+07,6.4,0
140,120,34,50173190,33615,1,537,4.8e+07,7.4,0
125,123,446,47095453,22209,1,316,4.8e+07,6.4,0
125,93,11000,37879996,5390,2,254,4.8e+07,6,0
295,122,446,53574088,33548,1,560,5.5e+07,7.8,0
222,115,118,89253340,16967,0,323,4.8e+07,6,38000
89,132,545,29781453,4796,1,210,4.8e+07,6.4,0
93,75,0,15519841,6863,3,71,4.7e+07,4.5,261
142,102,148,93607673,9176,4,343,4.8e+07,5.7,881
185,118,22000,67263182,15658,0,651,4.6e+07,7.2,0
178,81,39,10539414,14619,1,176,4.7e+07,4.7,0
72,127,65,14946229,2104,1,29,2.5e+07,7.3,0
358,98,118,139852971,16410,0,461,4.5e+07,6.3,63000
151,84,119,110000082,3629,7,347,4.8e+07,5.5,0
140,109,80,106807667,1574,1,370,4.5e+07,6.2,0
201,93,40,101702060,17925,0,212,4.5e+07,5.8,0
77,113,0,95149435,15362,2,152,4e+07,5.7,1000
207,97,0,93452056,14868,1,310,4.5e+07,7.4,22000
132,101,126,82931301,6292,0,228,6e+07,5.5,0
454,153,777,60962878,37321,2,620,4.6e+07,8.1,86000
109,122,845,76261036,22370,2,633,4.5e+07,7.7,0
127,83,322,71277420,1645,7,548,4.5e+07,5.2,0
398,103,33,88625922,1336,3,252,4.5e+07,7.1,26000
127,136,49,67253092,20299,0,209,3e+07,7.2,0
167,91,50,66790248,758,0,350,4.5e+07,6.5,0
155,107,18,60786269,3106,5,379,4.5e+07,5.6,0
218,129,628,59365105,28886,9,1004,4.5e+07,7.7,52000
208,122,117,31598308,41636,1,541,3.5e+07,6.8,0
94,95,58,52580895,27351,1,118,4.5e+07,5.6,743
276,109,37,51019112,14073,0,1053,5e+07,6.8,10000
59,93,38,48114556,4604,1,91,2.6e+07,4.3,531
216,94,85,50648679,16225,1,348,4.5e+07,6.3,0
173,117,153,46280507,49743,0,184,4e+07,6.5,12000
99,112,61,38360195,3757,1,116,4.5e+07,6.4,0
339,141,0,47307550,1948,4,269,4.5e+07,6.5,28000
127,94,160,32003620,1102,1,355,2.5e+07,6.5,2000
122,87,29,27972410,1461,1,285,3.5e+07,6.1,2000
105,88,8,28133159,33822,1,70,5e+07,5.9,593
156,133,278,24343673,5405,0,524,4.5e+07,7.4,14000
323,119,0,22877808,53895,0,414,3.5e+07,7.3,0
199,102,503,36883539,15053,2,305,5.2e+07,6.6,0
164,101,326,22531698,15990,0,214,7e+07,5.6,0
82,86,13,25200412,3423,3,55,4.5e+07,5.4,916
150,124,0,19719930,793,0,531,4.5e+07,6.8,0
168,134,38,19377727,24351,3,409,4.5e+07,6.4,0
432,95,38,13401683,578,0,588,3.5e+07,7.1,46000
85,220,0,15527125,15006,2,183,5.7e+07,5.8,652
343,128,2000,15523168,2507,2,349,4.5e+07,7.2,15000
158,160,0,7916887,26982,0,182,4.5e+07,6,0
189,114,611,6565495,949,2,229,4.5e+07,7,0
125,99,15,15279680,12166,1,154,4e+07,5.4,0
87,74,188,7262288,13917,2,186,4e+07,6.5,892
115,139,179,4584886,538,0,115,4.5e+07,6.4,0
152,101,32,8129455,661,1,142,4.5e+07,6.3,17000
12,91,11,1064277,3090,0,66,6.5e+07,1.7,0
656,130,0,136019448,3133,1,695,44500000,7.7,89000
161,110,72,67061228,21554,1,135,4e+07,5.5,0
206,102,235,62318875,2998,1,502,5e+07,6.8,0
159,110,118,5773519,12876,2,91,4e+07,6,11000
137,136,835,51768623,1801,1,297,4.3e+07,7.3,0
116,103,84,37035515,23864,1,194,4.3e+07,6,0
177,103,255,24520892,22383,1,303,4.5e+07,7,0
99,90,16,24430272,132,3,403,4.3e+07,5.1,0
117,99,23,31136950,1066,1,75,4.4e+07,6.5,0
252,93,165,29113588,27834,0,181,4e+07,6.6,16000
375,109,97,138447667,19968,2,345,4.2e+07,7.2,39000
187,84,91,106793915,1817,0,358,4.5e+07,7,0
108,90,29,87856565,24534,1,268,4.2e+07,5.9,0
270,123,176,159578352,4825,7,380,4.3e+07,6.6,24000
154,105,153,45290318,6727,2,112,4.2e+07,6.5,17000
114,115,73,41543207,15571,1,175,4.2e+07,6.3,893
166,119,89,35228696,1651,0,460,3.2e+07,6.5,0
288,81,119,59992760,2134,1,396,4.2e+07,5.8,0
291,100,308,37652565,15369,2,283,4.2e+07,5.4,20000
151,120,17,24375436,33585,1,265,4.2e+07,6.1,748
168,122,487,24127895,12076,2,437,5e+07,7.6,10000
283,80,611,84961,6229,4,841,3.1e+07,7.9,0
127,91,30,26404753,3301,1,169,4e+07,5.3,19000
293,112,133,6105175,12239,4,835,4.4e+07,6.6,50000
95,100,19,5664251,2056,1,102,4.5e+07,6.3,0
213,105,0,1260917,1342,4,71,2.7e+07,7.2,0
119,110,161,116724075,1954,0,564,4.1e+07,7,0
9,101,326,178739,488,0,5,6e+06,4.9,161
167,144,241,56083966,18761,1,658,6.5e+07,6.9,0
98,108,4,22108977,1134,1,132,4.1e+07,5.2,505
258,102,20,18600911,362,6,153,4.2e+07,6.6,11000
108,100,64,7204138,2085,0,125,4.1e+07,6.2,11000
538,138,737,150117807,83012,5,751,4e+07,7.3,63000
224,108,98,163947053,18656,1,273,4e+07,6.7,10000
433,89,0,126546825,32325,0,918,4e+07,6.4,83000
362,129,456,166147885,4585,0,1360,4e+07,4.1,101000
93,84,0,111760631,22935,3,188,3.8e+07,4.1,681
104,94,189,138614544,7014,15,288,4e+07,5.8,0
319,121,532,125069696,1261,0,420,4e+07,7.6,58000
300,134,0,102310175,2676,0,279,4e+07,7.8,40000
556,120,21000,96917897,10555,0,696,4e+07,7.7,74000
161,129,42,93952276,318,7,203,4e+07,6.4,12000
151,89,119,90703745,5855,8,410,4.5e+07,5.1,1000
212,116,0,89138076,600,4,734,4e+07,5.5,0
173,107,164,90353764,12556,2,144,4e+07,6,14000
252,123,0,94125426,13321,2,277,4e+07,7,13000
216,128,241,95001343,16911,0,200,4e+07,7.5,28000
218,109,101,86208010,16179,1,285,3.5e+07,5.7,55000
118,120,155,81593527,24300,1,263,4e+07,7.3,11000
241,121,278,75274748,36010,2,304,3.5e+07,7.2,54000
119,102,167,90835030,5178,0,58,4e+07,5.9,0
209,178,138,75305995,5074,0,433,4e+07,7.7,0
374,147,436,74098862,3924,1,1732,4e+07,8.1,13000
